cuales son los impuestos que me cobra el banco por recibir los pagos de una empresa del exterior?	32
autorizar tarjetas para el exterior	304
quiero movimiento saldo	50
tengo que avisar que me voy de viaje para usar mis tarjetas santander  en el exterior?	304
necesito saber en que parte puedo ver el detalle de mis tarjetas	138
quiero depositar plata para mi tarjeta de credito santander	342
si el credito hipotecario es solicitado por mas de una persona la escritura de la vivienda es para esas dos personas?	256
necesito que me guíes porque no estoy encontrando el producto que quiero canjear	332
pagar monotributo online banking	129
quiero simular un credito hipotecario	251
tengo perdida de agua en el baño  a que plomero tengo que llamar del seguro?	265
me mandan la póliza a mi domicilio?	266
como dejar mi cv en santarder rio	102
salir de home banking	0
resumen impositivo	137
quiero ver las puntas de referencia de aluar	168
de que forma abono mi deuda	192
si tengo una propiedad a mi nombre  puedo acceder a un préstamo hipotecario?	228
quiero saber un telefono para comunicarme con la tarjeta visa de santander rio	147
como puedo ver los seguros que tengo	271
como chequeo si ya se pagó un servicio que adherí a debito automatico?	98
buscar extracto de cuenta	138
como hacer para que mi tarjeta de credito se debite automaticamente	345
no puedo rescatar la plata de mi fondo	172
baja cuenta universia seguir aparecer app	41
no puedo rescatar fci	172
debito automatico servicios públicos	132
puedo pedir el hipotecario aunque tenga otros creditos?	218
cómo consulto mi disponible de tarjeta	303
quiero consultar acerca del ccredito hipotecario y como calcular la cuota?	251
nesecito saber si m descontaron el credito prendario	239
como me inscribo para los beneficios con la tarjeta	311
quiero sacar $ puedo en cuantas cuotas?	251
canjeé un voucher y no me lo mandaron	333
me robaron la tarjeta recargable	294
queria consultar porque mi tarjeta visa esta inabilitada espero su respuesta	286
consulta sobre la licitación de lebac	156
como hago para notificar un cambio de domicilio?	103
consultar el saldo de cada prestamo en casobde querer cancelarlo en su totalidad	246
cómo pido un préstamo prendario?	223
cuales son las terminales con horario extendido?	91
bloquear codigo paea homebanking	1
querer pagar resumen tarjeta	342
querer saber cuenta abierta	61
quisiera dar de baja mi tarjeta y que me vuelvan a mandar un plastico nueva ya que la perdi	294
puedo consultar en linea si califico para un préstamo?	248
quiero solicitar chequeras	44
adherí un servicio y no se cobró cuando se tenía que cobrar	129
como es el telefono del banco?	147
como se si tengo puntos???	325
reseteo de tarjeta de debito	288
donde puedo ver las promociones de mis tarjetas?	311
me informaron q no se había podido pagar la tarjeta visa	279
cómo agrego un destinatario de transferencias?	76
necesitaría saber si yo estoy adhrido a la promoción sorpresa	320
programar pago pagar cuenta vencimiento debitar	129
cómo funciona el porcentaje de financiación de un préstamo prendario?	245
debo recibir plata de afuera y todavía no la veo en mi cuenta	33
no se realizo debito automatico	129
queria saber que cajeros expenden dolares	91
como es el prestamo para desarrollo urbaniatico	200
necesito extraer dinero en un cajero automatico en el exterior y quiero saber como hacerlo desde mi caja de ahorro en dolares	298
necesito telefono santander	147
quiero pasar a una caja de ahorro con tarjeta no me interesa tener cuenta corriente ni prestamo pre acordado.	41
porque no salen los recordatorios de vencimientos del mes	93
puedo considerar los bonos en el sueldo neto para el calculo de ingresos en un préstamo hipotecario?	249
quiero solicitar la tarjeta de debito	39
cómo me entero que se hizo la operación de mi inversión?	167
que tengo cuenta de ahorros puedo pedir un préstamo	223
cuales son los requisitos del ccredito?	248
en donde solicito el ccredito	223
no puedo canjear puntos superclub desde home banking	328
necesito solicitar la super cuenta	39
por que nunca anda el online banking los sabados  domingos y feriados?	117
a que telefono tengo que llamar para consultas sobre prestamo hipotecarios	225
seguir cobrar cuenta bajo web	41
¿soy apto para un prendario?	248
desde donde pago la cuota del préstamo prendario?	239
para el reenvio de la targeta de debito ?	316
cómo activo el poder de compra?	186
quiero reclamar la devolución por los cargos del paquete de cuenta que tenía que tener bonificado	90
suman más puntos los consumos en dolares que los que están en pesos?	323
qria avisar pague monto dela tarjeta credito	195
queria consulta mi tarjeta de devuto se eata por venser	316
quiero saber si me pueden asesorar para cambiar mis puntos super club por un pasaje aéreo por despegar	322
saldo caja de ahorro en pesos	50
necesito saber cuota actual de préstamo prendario	239
cómo puedo cambiar el límite del descubierto?	57
me podés decir si ya me hicieron un deposito	50
quisiera cambiar fecha de pago de tarjeta visa	348
tarjeta tardar entregarme nueva tarjeta	293
puedo abrir una cuenta a mi nombre?	39
quiero saber cómo consultar el saldo de mi tarjeta de credito	303
retiro efectivo otra sucursal	128
querer adherir aysa tarjeta	132
todos los restaurantes hacen el descuento del en la costa	311
estoy pagando un seguro de accidente personal q nunca pedi	264
canjee unas cosas por superclub y no las recibi aun.	326
por que me desde que estoy con santander rí¬≠¬≠¬≠¬≠¬ço/advantage me viene de más en el resumen	276
por la renovacion de la promo de la cuenta sin cargo	73
me equivoque con el cbu y quiero saber si se puede cancelar el traspaso	82
otorgan prestamo hipotecario para compra de segunda vivienda?	228
se puede extender el plazo del préstamo prendario?	230
tienes calor	11
quiero modificar una transferencia programada	81
generar clave pedir fecho vencimiento tarjeta inexistente	1
quiero una hipoteca	223
quiero dar de vaja targeta de visa	338
no conozco el programa advantage  como es?	277
recargar movil	132
solicitar el adelanto en efectivo de mi tarjeta	298
cambio de plástico x mala impresión	316
necesito saber si para renovar las targetas de credito que se vencen pronto tengo que hacercarme al banco. o lo puedo hacer x aca. te agradesco me informes al respecto	316
no puedo cambiar online mis puntos por un voucher para visa	332
me podés confirmar como ajusta el capital del préstamo hipotecario uva?	219
como hago el pago total de la tarjeta?	342
que beneficios tengo con tarjeta visa credito	311
quiero cliente	39
quisiera saber el costo de las cuotas si pido un prestamo preacordado. puedo simular en home banking ?	251
como marco mis tarjetas para viajar	304
modificar limite de tarjeta de debito	287
quiero ver mi resumen y el monto a pagar..	138
necesito realizar solicitud de prestamo	223
como saco dinero del cajero automatico si no tengo mi tarjeta de debito	295
necesito verificar algun deposito	50
me está llegando todos los meses un resumen de inversiones que jamás solicité	179
necesito dar de baja a un debito automatico	292
no estoy recibiendo el resumen en mi casa	138
requisito abrir	39
no puedo avilitar la tarjetar	301
en donde me fijo las cuotas que me faltan pagar de la tarjeta de ccredito?	101
la cbu es unica? cierto?	42
llamada del exterior	147
quiziera saber como realizar un stop debit de todos los debitos programados de este mes desde esta plataforma	145
como solicito mi liquidacion por mail	138
para préstamo prendario con que concesionarias trabajan?	223
quiero ver los movimientos de mi cuenta	50
cobro un neto de mensual que cuota de préstamo personal puedo abonar?	251
necesito sacar un adiccional de mi tarjeta de credito	334
me es imposible retirar las tarjetas en la sucursal. necesito que me las manden a otra sucursal.	318
por que mis compras con débito no suman puntos ?	323
quiero tramitar un prestamo	223
como cargo mi red bus	132
quisiera saber cual es el financiamiento de las cuotas para comprar un auto	245
quiero un telefono donde comunicarme con atenciin al cliente	147
crear clave numerica visa	288
como hago transacciones al exterior?	36
como se calcula el interés en la tarjeta por pagos post vencimiento	349
saber si las tarjetas de ccredito están habilitadas o no y que pasa con lasu tarjetas anteriores	301
los movimientos pendietes se autorizan automaticamente?	343
no dieron bajo cta pedi	41
quiero pedir la baja de la cuenta	41
saber si tengo una caja de ahorro a mi nombre	61
quiero saber si por problemas de cañerías me cubre la asistencia y cómo la pido	265
telefono comunicarme firmar solicitud	147
donde ver estado envio tarjeta recargable	293
que deriven mi tarjeta a otra sucursal	318
necesito usar el seguro que tengo en la tarjeta visa que me cubre en caso de desempleo	265
cuanto demora una transferencia en dolares?	77
me decís cómo se hace para dar de baja un plazo fijo?	182
obtener mi tarjeta de debito	39
me decís los requisitos que tengo que presentar para abrir una cuenta?	39
no me llega el resumen.	138
donde está mi tarjeta	293
como haces para darte de baja en superclub?	299
plastico tarjeta sucursal	293
como averiguo si mi solicitud de préstamo hipotecario fue pre-aprobada?	215
queri saber si el super prestamo es para monotributistas ?	248
me figura una seccion abierta	0
necesito saber si ingresó una compra en este momento	355
quiero que me manden el resumen por mail	138
si el banco me otorga el préstamo hipotecario de que manera tomo conocimiento?	215
queria consultar cuales son los beneficios de pasar a cuenta select  valoresy si califico para acceder a dicha cuenta	40
necesitaba asesoramiento porque tengo que armar una cuenta para los salarios	69
sucursal radicacion	100
en mi cta. cte. me aparece debito por deudas pendientes a que se debe?	115
necesito telefono comunicarme cliente	147
necesito saber porque se me esta rechazando un debito automatico a mi caja de ahorro.	129
quiero saber si puedo solicitar un prestamo	248
soy clienta y quiero un prestamo	223
gustar ver estado distribución plástico	293
se lastimó el albañil  esto lo cubre el seguro?	265
valor del euro?	166
forma pagar deuda	192
necesito contactarme con un representante por telefono para regularizar mi deuda	192
donde consulto sobre los sorteos por cobrar el sueldo en santander?	143
hice una trasnferencia no me aparece el comprobante y lo necesito.	98
llegue una transferencia de brasil para mi?	33
si pago despues del vencimiento de la tarjeta de credito que pasa	349
necesito realizar la baja de ciertos debitos automaticos adheridos a mi cuenta	292
como me contacto telefonicamente	147
cuál es el plazo de liquidación de este poder de compra?	186
estoy interesada en la caja de ahorro para estudiantes. cuales son los requisitos y que documentación tengo que presentar	359
queria saber si les llegue el pago de la visa.	279
quiero un telefono de contacto para saber sobre mi tarjeta	147
califico a un prestamo	248
queiro reiterar un reclamo que no fue solucionado	135
venta de dolares	166
quiero adquirir super	39
necesito mas dinero de lo que me pre-aprobaron para comprar un inmueble	209
si se cae un árbol en mi casa y me rompe el techo  me cubre el seguro?	265
hay algún simulador para ccreditos?	251
queria saber el estado del envío por el cual cambie los puntos superclub	326
querer consultar margen tarjeta	303
cuanto tarda la acreditacion en mi cuenta	226
que pasa con mi seguro del auto si salgo al extranjero con él?	265
necesito comunicarme centro abogados	190
sobre rescate de fondos comunes de inversion	175
quiero cambiar el tope del debito	106
mi tarjeta de credito se encuentra inhibida porque me habia atrasado con los pagos. pero ya estoy al dia	314
como verifico si soy cliente de santander	61
que costo tiene el boleto de compra-venta?	210
quiero consultar por las letras que se deben colocar en cajero.	288
necesito conocer las posibilidades de acceder a un ccredito prendario.	225
nunca recibí la tarjeta de debito	293
ticket de atención en caja	148
quisiera saber si podria solicitar la tarjeta?	337
quiero obtener mi clave pero no me reconocen	1
santanderrio migró mi cta de la sucursal sin mi consentimiento.	74
como hago para ampliar la extracion por el cajero	287
generar clave personal	1
quiero saber a que estudio juridico derivaron mi deuda	191
puedo solicitar un prestamo prendario para financiar la compra de segundo vehículo?	228
olvidé mi clave numerica	1
nova	306
quiero cotizar seguro y cuando quier poner la localidad me tira error	117
cual es el numero de telefono atencion al cliente	147
como tramitar las tarjetas visa y american??	337
la clave de online banking es la misma para el cajero automatico?	1
que pasa si pago tarde la tarjeta?	349
debo abonar la tasacion?	216
yo quisiera saber si me pueden enviar el resumen de la tarjeta?	138
que idiomas hablas?	20
monotributo tarjeta	337
quiero consumo margen credito tarjeta	355
cuantosdías cómo mínimo puede tener una inversión en un fondo?	173
que billetes puedo depositar en un autoservicio	110
los sabados tienen atencion telefonica?	29
uno de aaños puede sacar ccredito a aaños?	248
transacciones internacionales	36
en que zona puedo comprar una propiedad con un prestamo hipotecario otorgado?	211
quieronumero telefono comunicarme	147
formulario para pagar una importacion	36
no me llega el sms en el telefono para cambiar mi clave para ingresar al online banking	1
como le doy de alta a la tarjeta american express	301
aparecer credito transitorio	115
quiero saber que tengo q hacer para abrir una cuenta en dolares	39
cuanto cuesta una transeferencia bancaria a terceros	83
la tarjeta gold tiene seguro de robo de equipaje??	282
necesito saber cuanto me cobran mantenimiento de cuenta	96
cambiar radicacion de cuenta	65
que es super prestamos prendario	225
pagar vep generar	132
queria saber que pasos tengo que seguir para un credito hipotecario	241
puedo sumar ingresos netos propios y de mi esposa que también acredita cuenta sueldo en el banco santander rio para pedir el hipotecario	254
transferir de la caja de ahorros a cuenta corriente.	85
queria consultar retirar tarjeta visa	293
me podras brindar la informacion por adherir servicios a debito automatico?	132
necesito saber el numero de swift de la sucursal	34
formularios 234	32
cuanto me cobran de mantenimiento de cuenta?	96
quiero mantener mi cuenta gratis por 6 meses mas	73
ya di de baja la cuenta y me esta cobrando	41
no me aprueba un cargo porque dice que visa le pide que yo llame	283
telefono banelco	147
como hacer para ver mi cuenta	3
hice un canje pero ahora no lo quiero	331
necesito que me digan como cambiar un voucher por un producto.	333
cuales son los pasos a seguir de un préstamo hipotecario una vez seleccionada la propiedad?	241
se puede cancelar antes?	246
necesitar habilitar tarjeta debitar pago internacional	289
chau.	7
perdi mi tarjeta y encontré consumos que yo no hice.	112
cuanto aumento la tasa de hipotecarios uvas el ultimo mes?	258
quiero optener la tarjeta debito visa	39
arreglo deuda tarjeta	192
compra hacer ultimos movimiento	112
modificar limitar tarjeta debito	287
porque no puedo realizar el prestamo pre aprobado	197
numero telefono poder	147
quiero ver el estado de mi resumen	138
que tipo de cotización de dolares toman para los bonos?	157
puedo incorporar a mi papa como codeudor del hipotecario	254
pasarme santander	39
para extender el límite de la tarjeta	302
puedo cargar mis datos online para solicitar un prestamo hipotecario?	223
está habilitada mi tarjeta?	301
cómo hago para acceder a mis tenencias?	67
cerro tarjeta visa necesitar pagar	342
como funciona superclub?	323
quiero renovar mi plazo fijo. pero en otra entidad bancaria	54
transferí plata a una cuenta dada de baja	78
cómo puedo transferir a mi cuenta sueldo?	84
figura plata descontar desconosco destinar	112
necesito saber como tengo que hacer para dar de baja a mi caja de ahorro.	41
ttuve un siniestro con unos electrodomesticos y quise hacer la denuncia de siniestro por la pagina	265
si mi resumen cierra hoy y hago una compra hoy. entra para agosto o para septiembre?	341
zurich santander	147
quiero asesorarme por un prestamo?	225
necesitaba saber si puedo solicitar un adelanto de sueldo	57
quiero renovar mi monto en lebacs	162
puedo adjuntar a mi esposa para elevar el monto del prestamo	254
me cambian de sucursal y no estoy de acuerdo	74
se puede aumentar el saldo de mi tarjeta	302
hace mucho tiempo tenia una cuenta. queria saber si sigue habilitada	61
quisiera saber el ultimo resumen cuando vence y cuanto es	138
viajo a europa   quisiera habilitar las tarjeta visa y amex	304
para hacer una queja	133
solicitar nueva tarjeta de debito por extravio	294
me gustaria hacer una transferencia para el banco del brasil	36
figuraban extracciones que yo no realice.	112
necesito imprimir mi resumen. xq en el banco no lo quieren hacer. cómo hago....?	138
renovación capital que es?	180
tengo que tener minimo meses como cliente para pedir el ccredito personal?	220
puedo pagar en aliexpress con debito?	290
problema con transferencia	80
la clave santander rio no la puedo generar.	1
descontar desconocer	115
acepté sin querer un plazo fijo y necesito que me lo den de baja	182
hay una aplicacion donde pueda simular un super prestamo uvas.?	251
como pago por internet	132
penalidad pago mora	349
informacion sobre tarjeta visa women	357
realizar debitar automatico	129
queria información sobre los préstamos personales. no soy cliente	225
quiero saber si mi sueldo esta en promedio para poder obtener un préstamo hipotecario	249
estoy desde hace rato intentando hacer una transferencia por home banking y me da un error	80
como participar del sorteo mensual??	143
no tener plastico	293
quiero saber que costos tienen las transferencias hacia el exterior	31
buscar cambiarme banco	39
0800 santander	147
registrar compra cupón gasto figura	112
solicitar tarjeta universitaria	359
quiero obtener tarjeta de debito universidades	359
abri cuenta sueldo banco no recibi tarjeta	293
como corrijo el mail que tengo registrado?	103
hoy recibí llamados del banco  quiero que dejen de llamarme.	136
como saco el pin	288
que pasa si no puedo pagar el préstamo hipotecario?	240
como solicitar una tarjeta de credito visa?	337
cuanto es el monto que se puede pedir al prestamo	236
estoy queriendo cancelar una transferencia programa   para poder hacerla de forma inmediata	81
no se pudo debitar deuda con gasnor por falta de fondos. cómo puedo pagar ahora que ya tengo fondos?	129
vencimiento de mi tarjetas visa	341
es por un reclamo	135
pedir tarjeta requisito	337
se puede hacer una tasacion de forma particular?	216
american express credito disponible	303
en el ingreso del importe de un préstamo hipotecario  debo ingresar los aguinaldos?	249
necesito saber si se me venció el certificado de supervivencia	88
queria saber si mi señora puede acceder a un préstamo ella es empleada estatal de planta permanente	248
deposito por ventanilla	128
consulta limite de la tarjeta.	303
quiero pedir extension.	334
necesito saber si hoy atienden???	114
donde está la lista de ganadores del sorteo del ?	144
puedo pagar mis servicios con mi tarjetas?	132
a cuanto está la punta compradora de edenor?	168
por donde paso a buscar la constancia del libre de deudas para el veraz?	64
disponer comprar debito	303
por que me están descontando la renovación de un adicional?	340
informacion para solicitar prestamo personal	225
que sueldo mínimo tengo que tener para poder acceder al préstamo hipotecario?	249
debo tener una cuenta en el banco para solicitar el prestamo hipotecario?	248
reintegrar descuento	312
nesecito un numero de telefono	147
santander rio women	357
cuanto el dolaaar?!	166
me cobroon intereses en mi tarjeta que no corresponden porque fue un error de ustedes	97
necesito retirar las tarjetas pero no se que sucursal	293
como doy de baja la tarjeta recargable	313
perdi mi tarjeta y necesito una nueva.	294
me sacaron mis puntos superclub.	325
se me acaba de bloquear la clave del telefono	1
me informaron que sali sorteado en procrear quisiera saber como sigue el proceso del préstamo hipotecario	223
por un tema de un seguro de cartera que me apareció y yo no lo pedí nunca	264
abonar online banking	129
necesito saber limite targeta	303
acreditacion desconocer	115
puedo solicitar un préstamo hipotecario a traves de una app?	223
pedi la baja del seguro por online banking  pero todavía lo veo. cuanto tarda en darse de baja?	263
el uva tiene un valor equitativo o paralelo al dolar?	108
no me interesa ese seguro. no lo quiero.	262
pagar facturar	129
como saco un prestamo soy cliente	223
algun costo operar bono	96
tuve un inconveniente con una transferencia al exterior	35
quiero agrandar mi casa actual  puedo solicitar un prestamo hipotecario?	228
necesitaba la constancia de una transferencia	98
mi amigo vive en el exterior y me tienen que enviar plata a la argentina	32
adherir tarjeta debito automatico	345
detalle de puntos	325
cuanto tiempo tengo una vez finalizado el pago del préstamo hipotecario para poder escriturar?	243
no llegar tarjeta debito	293
puedo abrir una caja de ahorros?	39
que es un cheque cruzado?	49
me gustaría obtener la targeta de credito	337
consultar saldo tarjeta	303
el plazo fijo lo hago por la aplicacion?	181
como renuevo mi plazo fijo	181
me decís que tengo que hacer para poder operar con mi tarjeta de debito en otro país	289
quiero ingresar a homebanking	3
en que momento debitan de mi cuenta la plata de los cheques?	49
denegar compra tarjeta credito	286
solo puedo sumar ingresos para el hipotecario con mi pareja o puede ser hermana o padre?	254
porque aparecer credito transitorio	115
tienen sucursales en puerto madero?	91
cuanto tiempo demora el proceso completo de aprobacion de un préstamo prendario?	243
quiero pedir el stop debit del plan ovalo pues ya lo pague	145
comision visa plus	96
en que estado está un pago que hice al exterior?	35
en que fecha cierra la visa?	341
necesito un plomero porque tengo un caño roto	265
donde retiro mi tarjeta américan expres	293
bajo adhesión debitar automatico cable vision debitar nuevamente factura	129
cuantos chases tengo para el sorteo de los mil pesos que sortean‚äö¬¨√ö¬°¬¨í‚ç¨¬¶¬°¬¨‚ç¨≈°¬¨√≠‚ä¶¬°¬¨¬π	143
nesecito un préstamo para construir??	223
como continua el tramite del préstamo hipotecario luego de cargar los datos en la pagina de santander rio?	241
mirando mi estado de cuenta vi que me debitaronon veces una compra	112
hola necesito refinanciar mi deuda como puedo hacer?	120
queria saber si podia sacar un préstamo ya que cuento con una re financiación de una deuda	248
cómo realizo compra de dolares desde mi caja de ahorros en pesos para acreditar en mi caja de ahorros en dolares?	166
quiero simular un credito hipotecario	251
bonificación de promoción vigente con kevingston	311
indicame como debo proceder para desconocer compra con tarjeta visa.	112
quiero adherir el monotributo al debito automatico	132
no veo acreditada en mi cuenta del frances dicha transferencia. podría indicarme que sucedió?	77
muy malo este sistema de respuestas automatizado.	25
por que se rechazó un debito automatico si tenía saldo disponible en la cuenta	129
quiero saber donde en encuentro la solicitud de desarrollo urbanístico para el ccredito hipotecario	200
como saber sobre situacion deuda	99
que documentos son necesarios para solicitar el prestamo	247
como hago para recargar mi celular	132
queria saber si tengo caja de ahorro en el banco	61
que prestamo puedo sacar hoy	225
y desde mexico? a que telefono llamo?	147
necesito recuperar mi usuario como lo podría solucionar	1
quiero cancelar débitos automaticos	292
donde me fijo cuando tengo que pagar la tarjeta?	341
comuniquense quiero pagar deuda tarjeta	192
solicitar tarjeta de debito	39
suscribí lebacs  vencen hoy y no veo el dinero en ninguna cuenta	161
¿hay que dar mucha vuelta si quiero pasarme a una cuenta mejor?	86
cuánto está pagando el letes ahora el interés?	155
cómo me convierto en cliente	39
cayo un rayo y se apagaron el led y la play station y no volvieron a encender. como procedo con el reclamo?	265
cancelar cuenta homebanking	41
necesito saber si me podrían enviar una chequera	44
necesito saber el vencimiento actual del mi tarjeta visa	341
la cuenta sueldo tiene gastos de mantenimiento	72
solicitar baja de servicios	292
quidiera saber cuales son los requisitos para abrir un plazo fijo!	183
cuando se va a poder generar el plazo fijo en otro banco pero haciendolo desde mi banco	54
como puedo emitir una tarjeta visa	337
adherir debito automatico en cuenta	132
cómo es el proceso para solicitar un préstamo personal?	241
cuanto tardan en acreditarse los fondos resultantes de una venta de acciones?	154
el % del valor de la vivienda puede ser de un tercero	245
cambio de limite de descubierto	57
limite de acuerdo	56
no puedo abrir mi fondo de inversion	172
avisar que voy a pagar	191
puedo financiar mi limite descubierto	120
soy cliente y necesito un prestamo	223
el cajero banelco me retuvo la tarjeta y me descontaron dinero de la cuenta sin entregar el comprobante ni el dinero solicitado.	297
tengo perdida de agua en el baño  a que plomero tengo que llamar del seguro?	265
cuándo paga cupón	158
los letes son bonos?	159
quiero comprar acciones en pampa	151
quiero cancelar deuda transferencia	192
puedo acercarme a alguna sucursal para evacuar dudas sobre el proceso de solicitud del credito?	212
que promoción hay en mar del plata	311
aplicacion cargar sube	132
necesito deposito saldo	50
ya depositan mis haberes en santander?	62
qué hay que presentar para hacerte cliente de santander?	39
no me llega sms y tampoco me toma el codigo de seguridad de la tarjeta de credito	1
adherirse a superclub	299
quisiera saber como puedo obtener una caja de ahorro	39
queria saber si en cualquier sucursal puedo certificar mi firma	94
no deseo recibir más propagamda	136
para usar la cuenta en el exterior	304
quiero comprar en edenor	151
me decís cuando abre la operación de letes?	156
para saber si puedo acceder a una cuenta	39
cuales son los comercios donde puedo extraer efectivo?	296
ya tenía advantage donde informo el número de socio anterior?	278
interesasacarme tarjeta	337
necesito saber que debo hacer para cerrar mi cuenta y tarjetas santander	41
no encontrar link bajo supercuenta	41
cuál es el máximo que otorgan en el préstamo prendario?	236
que significa que se ajusta por cer?	107
cotización de posible préstamo personal	251
usando amex se suma a mis millas de programa advantage q ya tengo ?	274
comercios adheridos en costa atlantica	311
cómo ver mis letes	188
necesito recuperar mi clave home banking y no puedo acceder a cajero automatico porque me encuentro en el exterior	1
saber cuando llegar plasticos pedir	293
anular importar tarjeta credito	112
quiero saber si puedo renovar mi prestamo personal?	218
me decís como puedo hacer para cancelar una compra con tarjeta	281
requisistos para acceder a un prestamo prendario	248
me decís cuales es el mínimo y el máximo para hacer un deposito?	110
cuales son los requisitos necesarios para solicitar un prestamo prendario?	248
quiero saber si para disfrutar de los beneficios iu debo adherirme a algo?	140
quiero estender mi limite de estraccion	287
quiero aumentar el límite de mi tarjeta santander  ccredito	302
lollapalooza	311
se puede pedir un poco mas en el prestamo personal?	196
quiero comunicarme con ustedes y no me deja porque me dice que mi clave de acceso esta bloqueada	1
curriculum vitae	102
no sé que es el traspaso entre cuentas. me podés explicar?	85
como se extrae sin targeta	295
recargar telefono	132
cálculo de prestamo	251
porque no tener saldo visa	303
quiero solicitar la reimpresion de una tarjeta visa	316
necesito obtener mi tarjeta de debito que se encuentra en sede de correo andreani de otra localidad	318
no entender descripcion item resumir cuenta	115
preciso saber mi saldo en mi tarjeta credito visa	303
actualizar nombre usuario	1
quiero cancelar una transferencia porque me salió duplicada	82
cual es el limite compras en un pago y en cuotas	303
quisiera saber donde ahi una sucursal para canjear puntos superclub?	322
no he recibido una transferencia que me han enviado del exterior	33
quiero recuperar los punto por operación trunca.	331
donde ubico en mi cuenta el contrato de adhesion de tranferencia a terceros	79
queria consultar cuanto debo de la tarjeta de credito ya que no se me actualiza la pagina.	138
como hago para aumentar el limite de descubierto? se puede hacer desde online banking?	57
no estoy seguro de cual sería mi sucursal podrían decirme ustedes?	100
gasto dolares tarjeta cuanto debita en pesos	307
hasta cuando puedo aprovechar la promoción de despegar para comprar vuelos?	311
necesito saber porque no puedo operar con mi visa de credito	286
¿se puede retirar efectivo la tarjeta de credito de la uade?	298
quiero reversar un canje	331
quiero obtener una visa credito	337
debito recargar virtual celular	132
queria averiguar como se accede al beneficio el de descuento en colectivos de larga distancia con la tarjeta estudiantil	311
queria saber si siendo estudiante de la universidad nacional de la plata puedo aplicar a alguna de las becas que ofrece el banco de estudio	358
me estaré mudando próximamente por lo que solicito me indiquen cómo hacer el cambio del seguro de una casa a la otra	268
soy cliente del banco. tengo que pagar por el coworking?	149
cuál es el costo si habilito unos avisos?	125
quiero poner un servicio para ser debitado en mi cuenta	132
cuales son los requisitos para acceder a prestamo procrear?	248
quisiera recibir información sobre la tarjeta virtual nova	306
me hice una cuenta bancara y me dijeron que tengo que escribir al comercio exterior porque me van a depositar del exterior	32
que trámite tengo que hacer para que me den un hipotecario?	223
usar tarjeta urugay	289
usar banelco exterior	289
realizar debito automatico	129
llegar tarjeta credito	293
me mudé  que debo hacer con el domicilio de la poliza?	267
descuento 25% en medicamentos para jubilados	311
como puedo ver una simulacion del credito	251
como doy de alta mi clave banelco ?	288
queria saber que me piden para abrir una caja de ahorros	39
hasta cuento retirar cajero automatico	303
quiero consultar por un prestamo no soy clienta del banco	248
avisar depositar	191
cómo hágo para pedir cambió de la tarjeta por estar gastada	316
si seguia vigente el descuento de los miercoles en las peluquerias	311
para solicitar el préstamo lo puedo hacer por este medio	223
que tengo que hacer  me robaron la en la calle la notebok y mi cí¬≠¬≠¬≠¬≠í¬≠¬≠‚ç¨≈°¬¨¬†‚äö¬¨√ö¬°¬¨‚äö¬¨√ö¬æ¬¢¬åmara de fotos	265
queria saber sobre un préstamo de dinero	225
me decís el precio de mis acciones?	168
necesitar pagar servicio	132
cuál es el cftea del préstamo prendario?	224
quiero saber el telefono para consultar saldo y resumen	138
ajuste cuota de hipotecario	219
recargar saldar prepago tarjeta debitar	132
se pueden sacar ambos creditos a la vez ?	218
puedo solicitar un préstamo prendario para reparar el auto?	228
puede un jubilado solicitar el prestamo?	234
me sale denegada la tarjeta	286
necesito una resposicion de mi tarjeta de débito por que se averio. puedo encargar la por aquí¬≠?	316
cual es el costo mensual por la tenencia de letes en la cuenta?	96
quiero saber si me van a mandar el voucher que ya cambié	333
quiero averiguar por las tasas de interés del plazo fijo	183
ok es fija la tasa del credito hipotecario por los aí¬≠¬≠¬≠¬≠‚ç¨≈°¬¨√≠‚ä¶¬°¬¨í¬≠‚äö¬¨¬πí‚ç¨¬¶‚äö¬¨√ö‚äúos?	258
quiero cancelar refinanciacion	192
que datos necesito para hacer una transferencia de fondos a la cuenta de un tercero en el exterior?	36
quiero una extension para mi esposa	334
como se hace para simular un credito hipotecario	251
a quien le consulto el número de sucursal?	91
cual es el plazo máximo de pago de prestamos hipotecarios?	242
cómo hago para aumentar la categoría de mi cuenta?	86
quiero hacer una consulta sobre los prestamos que otorgan. tengo una caja de ahorros en el banco.	225
universidades tarjeta de credito	359
quiero calcular el prestamo personal	251
me cobran mal una comision en la tarjeta	97
cuanto demora cobrar un cheque que me mandaron de afuera?	30
obtener targeta credito	337
mi tarjeta de debito me sale restringida	286
necesito invertir en unos bonos	157
se venció mi factura de edenor y no se pudo realizar el débito por no tener saldo en la cuenta.	129
cómo puedo pedir una tarjeta y cuales son los requisitos	337
cual es el tope de dinero que me puede prestar el banco?	236
una vez que tengo el preaprobado cuanto tiempo hay para presentar los datos para la tasacion?	216
seguir envio adicional	293
quiero pedir una tarjeta de credito	337
quiero joven abrir	39
subió el mix vi	174
que tributan los bonos	177
siendo extranjero puedo obtener un ccredito hipotecario	248
necesito saber cuando me desbloquean la tarjeta de credito ?	286
cómo se hace para agregar un servicio a la agenda de pagos?	132
necesito la poliza de seguro q tengo	266
olvide la contraseña de mi debito	288
queria saber como hago para anular una compra de internet porque el producto nunca me llego	281
quiero ser cliente del banco	39
cómo invierto en lebac?	157
quisiera vender acciones del petróleo brasileño	154
